Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu04110:Cell cycle	85	1.0318038358824957	6.826498789742078E-10	E2F1, E2F2, E2F3, E2F4, CDC14A, E2F5, CDC14B, DBF4, TGFB3, PKMYT1, CDC16, TGFB2, CCNE2, CCNE1, RAD21, CDKN2A, CDKN2B, CDKN2C, ORC4, ORC6, CCNA2, STAG2, ORC2, CUL1, STAG1, ORC3, ANAPC1, CDC7, ANAPC2, CDC6, RBL2, CCNH, RBL1, ANAPC4, SKP2, CDK6, RB1, CDK4, MCM4, MCM5, CDK2, WEE1, MCM6, CCND1, EP300, CCND3, CCND2, GADD45G, MDM2, ANAPC7, MAD2L2, GADD45A, FZR1, YWHAZ, ANAPC13, PRKDC, CHEK1, ANAPC10, ANAPC11, SKP1A, ZBTB17, RBX1, TFDP2, BUB1, TFDP1, CREBBP, SMAD4, SMAD3, SMAD2, ATR, CDC27, YWHAE, ATM, CDC25A, SMC3, CDKN1A, YWHAG, YWHAH, HDAC2, CDKN1B, GSK3B, PCNA, YWHAQ, SMC1A, ABL1	3134	124	7720	1.688556312658254	1.993337293004771E-7	1.812124972300211E-8	9.084657803803964E-7
KEGG_PATHWAY	mmu05211:Renal cell carcinoma	52	0.6312211701869386	3.1126479272305204E-9	PDGFB, TGFB3, FLCN, TGFB2, AKT1, PAK6, CDC42, CUL2, PAK2, PAK4, SLC2A1, GAB1, TGFA, PAK1, RAPGEF1, AKT2, BRAF, PIK3CB, EP300, CRKL, HIF1A, JUN, VEGFA, MAPK3, GRB2, EGLN3, EGLN2, EGLN1, ARNT, RBX1, KRAS, SOS1, SOS2, RAC1, PIK3R5, FH1, PIK3R3, PIK3R1, PIK3R2, MAP2K1, EPAS1, VHL, MAP2K2, CREBBP, MET, RAF1, PTPN11, NRAS, RAP1A, RAP1B, TCEB1, CRK	3134	67	7720	1.9118193334539808	9.08892780149273E-7	7.574109661678818E-8	4.142290754849398E-6
KEGG_PATHWAY	mmu04068:FoxO signaling pathway	88	1.0682204418548191	8.497371605033463E-9	PRKAG1, PRKAG2, TGFB3, FOXO1, BNIP3, FOXO3, PTEN, FOXO6, TGFB2, AKT1, PDPK1, S1PR1, CDKN2B, FBXO25, INSR, AGAP2, CHUK, AKT2, EGFR, SGK1, IRS2, SGK2, RBL2, BRAF, SGK3, PIK3CB, PRKAB2, SKP2, IRS1, BCL2L11, CDK2, CCND1, EP300, CCND2, MAPK3, GADD45G, MDM2, MAPK9, MAPK8, GADD45A, USP7, ATG12, STK11, GRB2, CCNG2, G6PC3, IGF1R, KRAS, SOS1, SOS2, PIK3R5, PRKAA1, BCL6, PRKAA2, PIK3R3, PIK3R1, PIK3R2, GABARAPL2, GABARAPL1, MAP2K1, MAP2K2, NLK, TGFBR1, TGFBR2, CREBBP, SMAD4, RAF1, SMAD3, SMAD2, MAPK11, MAPK10, HOMER1, SIRT1, HOMER2, ATM, PCK1, SOD2, NRAS, CDKN1A, PLK4, CDKN1B, PLK3, PLK2, MAPK13, CSNK1E, MAPK14, SETD7, KLF2	3134	134	7720	1.6176932821533683	2.4812294348031116E-6	1.9086402125445545E-7	1.130824415218612E-5
KEGG_PATHWAY	mmu04010:MAPK signaling pathway	147	1.7844136926438456	1.7604858719754338E-8	MEF2C, FGF18, PDGFB, PDGFA, TGFB3, TGFB2, MAP3K7, MAP3K6, BDNF, MAP3K5, MAP3K4, MAP3K8, RRAS, PRKACA, PRKACB, MAP2K7, MAP2K5, EGFR, BRAF, RELA, PTPRR, FGF22, MECOM, STK3, DDIT3, MAP4K3, MAP4K4, ARRB2, JUN, MAPK3, PDGFRA, MAPK9, MAPK8, STMN1, MAPK7, PPP5C, FGFR2, TRAF2, FGFR1, FGFR4, FGFR3, GRB2, MAPKAPK5, DUSP10, MAP4K2, MAPKAPK2, SRF, ATF2, KRAS, RAC2, RAC3, ELK4, JUND, RAC1, DUSP16, TRAF6, NTF5, TAOK2, MAP2K1, TAOK1, MAP2K2, TGFBR1, MAP2K3, CACNA1I, TGFBR2, MAP2K4, TAOK3, NR4A1, ATF4, NTRK1, CACNA1G, RAP1A, RAP1B, CACNA1C, CACNA1D, PLA2G4B, CACNA1A, FGF8, FGF9, NFKB1, NFKB2, DAXX, AKT1, CDC42, MAX, CASP3, PAK2, MAPT, PAK1, FGF1, CHUK, FGF4, AKT2, PRKCA, CACNG2, FLNC, FLNA, PRKCB, CRKL, RRAS2, GADD45G, MAP3K14, GADD45A, MAP3K12, MAP3K11, PPM1A, PPP3R1, MKNK2, PPM1B, GNG12, HSPA2, MAP3K3, MAP3K2, SOS1, MAP3K1, SOS2, PPP3CB, PPP3CC, PPP3CA, NFATC3, RASA1, HSPA8, RASA2, NFATC1, NLK, NF1, RAF1, MAPK11, MAPK10, TAB1, TAB2, RPS6KA5, DUSP5, NRAS, DUSP4, RPS6KA3, DUSP3, RPS6KA4, RPS6KA1, DUSP1, MAPK13, MAPK14, MAPK8IP3, MAPK8IP1, DUSP8, CRK, DUSP7	3134	253	7720	1.4312487545749664	5.140605567444112E-6	3.6718698837034935E-7	2.3428424555937966E-5
KEGG_PATHWAY	mmu04012:ErbB signaling pathway	62	0.7526098567613498	2.0376222236028227E-8	STAT5A, STAT5B, RPS6KB2, RPS6KB1, PAK6, AKT1, EIF4EBP1, PAK2, PAK4, GAB1, TGFA, SHC1, PAK1, SHC3, NRG1, MAP2K7, NRG2, AKT2, EGFR, PRKCA, BRAF, PIK3CB, PRKCB, NCK2, CRKL, NCK1, JUN, MAPK3, MAPK9, MAPK8, ERBB4, ERBB3, GRB2, ERBB2, CAMK2G, PTK2, KRAS, SOS1, SOS2, CAMK2D, PIK3R5, CAMK2B, PIK3R3, PIK3R1, PIK3R2, MAP2K1, MAP2K2, CBL, MAP2K4, RAF1, BAD, MAPK10, NRAS, CBLC, CDKN1A, CBLB, CDKN1B, PLCG1, GSK3B, HBEGF, ABL1, CRK	3134	87	7720	1.755459219975207	5.949839261609746E-6	3.9665705209301905E-7	2.711653563913785E-5
KEGG_PATHWAY	mmu05215:Prostate cancer	62	0.7526098567613498	4.027136163702868E-8	HSP90AB1, E2F1, E2F2, E2F3, PDGFB, PDGFA, FOXO1, NFKB1, PTEN, CTNNB1, AKT1, CCNE2, CCNE1, PDPK1, CASP9, CREB3L2, TGFA, PDGFC, CHUK, AKT2, EGFR, HSP90AA1, BRAF, PIK3CB, RELA, LEF1, RB1, CDK2, CCND1, EP300, MAPK3, PDGFRA, MDM2, FGFR2, FGFR1, GRB2, ERBB2, NFKBIA, TCF7L2, IGF1R, KRAS, SOS1, SOS2, PIK3R5, PIK3R3, PIK3R1, PIK3R2, TCF7, MAP2K1, CREB3, MAP2K2, CREB1, CREBBP, RAF1, CREB5, BAD, NRAS, CDKN1A, ATF4, HSP90B1, CDKN1B, GSK3B	3134	88	7720	1.735510819748216	1.1759168710656631E-5	7.349520955157729E-7	5.359284299677469E-5
KEGG_PATHWAY	mmu05166:HTLV-I infection	157	1.905802379218257	7.509953190470284E-8	ADCY4, XPO1, ADCY1, PDGFB, PDGFA, ADCY5, STAT5A, STAT5B, TGFB3, TBP, CDC16, TGFB2, CTNNB1, WNT4, CDKN2A, CDKN2B, CDKN2C, SLC2A1, RRAS, IL15RA, PRKACA, PRKACB, TBPL1, ANAPC1, ANAPC2, PIK3CB, RAN, RELA, ANAPC4, POLE, POLB, MSX1, EP300, JUN, PDGFRA, ANAPC7, WNT5A, CRTC3, CRTC2, CRTC1, NFKBIA, CHEK1, ANAPC10, TRRAP, BCL2L1, MYBL1, ANAPC11, MYBL2, CALR, SRF, ATF1, ATF2, POLE4, KRAS, POLE3, ELK4, DVL2, DVL3, VAC14, TGFBR1, TGFBR2, MAP2K4, CREBBP, FDPS, SMAD4, SMAD3, SMAD2, ATR, VDAC2, KAT5, VDAC3, CDC27, ATM, VDAC1, DVL1, POLD3, ATF4, CDKN1A, ATF3, ETS1, POLD1, ETS2, H2-EB1, POLD2, PCNA, E2F1, E2F2, E2F3, TLN1, H2-D1, NFKB1, NFKB2, CANX, AKT1, RANBP3, RANBP1, MYB, CHUK, TERT, AKT2, DLG1, H2-K1, EGR1, ZFP36, ICAM1, LTBR, RB1, CDK4, CCND1, CCND3, CCND2, RRAS2, LCK, WNT9B, WNT9A, MAP3K14, H2-T3, XIAP, CREM, PPP3R1, NFYB, MSX2, MAP3K3, XBP1, MAP3K1, PPP3CB, TRP53INP1, PPP3CC, PIK3R5, PPP3CA, PIK3R3, NFATC2, NFATC3, PIK3R1, APC, PIK3R2, NFATC1, FZD9, KAT2A, FZD8, H2-Q10, KAT2B, CREB1, FZD1, H2-AB1, FZD2, FZD5, FZD4, FZD7, GPS2, NRAS, ADCY9, BAX, GSK3B, JAK1, H2-DMA, WNT7A	3134	278	7720	1.3911474521722762	2.1928823705774647E-5	1.2899441177438575E-6	9.99419039304783E-5
KEGG_PATHWAY	mmu04390:Hippo signaling pathway	94	1.1410536537994658	1.1910468984269789E-7	GDF6, BTRC, TGFB3, WWC1, GLI2, LATS1, LATS2, CTNNB1, TGFB2, ACTG1, WNT4, FRMD6, DLG3, YAP1, FGF1, DLG1, PPP2R1B, PPP2R1A, MPP5, PRKCI, LEF1, PPP1CC, CTNNA1, PPP1CB, CTNNA3, STK3, CCND1, PPP1CA, CCND3, CCND2, WNT9B, TRP73, WNT9A, PPP2R2A, WNT5A, PRKCZ, YWHAZ, PARD3, SAV1, CDH1, WTIP, TCF7L2, LLGL1, SCRIB, LLGL2, TRP53BP2, PPP2CA, PPP2CB, LIMD1, AXIN2, FBXW11, PPP2R2D, AXIN1, APC, ACTB, FZD9, PARD6A, DVL2, FZD8, PARD6B, DVL3, BMP2, TCF7, NF2, TGFBR1, TGFBR2, FZD1, SMAD4, SMAD3, TEAD1, SMAD2, FZD2, TEAD3, SMAD1, WWTR1, FZD5, SNAI2, FZD4, YWHAE, FZD7, DVL1, YWHAG, YWHAH, RASSF6, CSNK1D, BBC3, CSNK1E, RASSF1, GSK3B, YWHAQ, BMP7, BMPR1B, WNT7A, BMPR1A	3134	151	7720	1.5334485687841535	3.4777966751109446E-5	1.932140995530851E-6	1.5850360108871087E-4
KEGG_PATHWAY	mmu04360:Axon guidance	82	0.9953872299101724	2.4078157499408206E-7	PLXNA4, PLXNA1, EFNA1, PLXNA2, EFNA2, EFNA3, CXCL12, PAK6, CDC42, UNC5B, PAK2, ROBO1, UNC5A, SEMA7A, PAK4, RHOA, ROBO2, PAK1, LIMK2, ROCK1, LIMK1, ROCK2, PLXNB1, EFNB1, PLXNB2, EFNB2, ARHGEF12, SLIT2, SLIT3, NCK2, RND1, SEMA4G, NCK1, CFL2, CFL1, MAPK3, SEMA4C, SEMA4B, SRGAP2, ABLIM1, ABLIM2, PLXNC1, GNAI2, GNAI1, ABLIM3, PPP3R1, EPHB3, EPHB4, ITGB1, EPHB2, PTK2, KRAS, RAC2, RAC3, RAC1, PPP3CB, PPP3CC, PPP3CA, NFATC2, NFATC3, RASA1, NGEF, MET, DPYSL5, NTN4, NTNG1, NTNG2, DPYSL2, NTN1, EPHA1, EPHA2, NTN3, NRAS, SEMA6A, EPHA4, SEMA6B, EPHA7, SEMA6D, FYN, EPHA8, GSK3B, ABL1	3134	129	7720	1.5658222149666328	7.030575680233575E-5	3.7004262254392017E-6	3.2043001978454555E-4
KEGG_PATHWAY	mmu04919:Thyroid hormone signaling pathway	73	0.8861374119932023	4.91675924020107E-7	ATP1B1, THRA, ATP1B3, THRB, SLC16A10, ATP1B2, FOXO1, CTNNB1, ACTG1, AKT1, PLCB3, PDPK1, WNT4, SIN3A, CASP9, SLC2A1, GATA4, PRKACA, PRKACB, PLCB1, AKT2, PRKCA, RXRB, PIK3CB, RXRA, MED14, MED13, PRKCB, CCND1, NCOA1, HIF1A, NCOA2, EP300, NCOA3, MED16, MED17, MAPK3, MDM2, PFKFB2, ITGB3, MED12L, KRAS, ITGAV, TBC1D4, PIK3R5, PIK3R3, PIK3R1, PIK3R2, ACTB, KAT2A, KAT2B, MAP2K1, MAP2K2, CREBBP, RAF1, ATP1A1, RCAN1, BAD, STAT1, RCAN2, NOTCH3, NRAS, SLC16A2, NOTCH2, NOTCH1, HDAC2, PLCG1, DIO3, GSK3B, TSC2, RHEB, NCOR1, SLC9A1	3134	113	7720	1.5913390673797518	1.4355909950158896E-4	7.17844448960836E-6	6.543170206763094E-4
KEGG_PATHWAY	mmu04152:AMPK signaling pathway	80	0.9711094925952901	5.934123611570655E-7	PPP2R5B, PPP2R5A, HMGCR, PPP2R5D, PRKAG1, PPARG, PPP2R5C, PRKAG2, FOXO1, RPS6KB2, RPS6KB1, FOXO3, CAMKK2, MAP3K7, AKT1, EIF4EBP1, PDPK1, CREB3L2, EEF2K, CAB39, CCNA2, INSR, AKT2, PPP2R1B, PPP2R1A, IRS2, PFKL, PIK3CB, PRKAB2, ADIPOR2, ADIPOR1, EEF2, PFKM, IRS1, RPTOR, CCND1, RAB14, PPP2R5E, RAB10, PPP2R2A, CRTC2, PPP2R3A, CAB39L, STK11, PFKFB3, PFKFB2, G6PC3, IGF1R, AKT1S1, PPP2CA, PPP2CB, RAB11B, FASN, GYS2, PIK3R5, PRKAA1, PRKAA2, PIK3R3, PIK3R1, PPP2R2D, PIK3R2, SCD1, SREBF1, RAB2A, RAB8A, CREB3, CREB1, ACACA, ELAVL1, CREB5, STRADB, SIRT1, CPT1A, PCK1, TSC1, MLYCD, TSC2, RHEB, ADRA1A, LIPE	3134	127	7720	1.5516886170977193	1.7326144936569143E-4	8.251225999567069E-6	7.897062803796651E-4
KEGG_PATHWAY	mmu05223:Non-small cell lung cancer	42	0.5098324836125273	6.931750939118205E-7	E2F1, FHIT, E2F2, E2F3, GRB2, ERBB2, FOXO3, AKT1, PDPK1, CDKN2A, KRAS, CASP9, SOS1, SOS2, TGFA, PIK3R5, PIK3R3, PIK3R1, PIK3R2, AKT2, PRKCA, EGFR, BRAF, MAP2K1, PIK3CB, RXRB, MAP2K2, RXRA, RAF1, CDK6, RB1, BAD, CDK4, ALK, PRKCB, EML4, NRAS, RASSF5, CCND1, PLCG1, RASSF1, MAPK3	3134	56	7720	1.847479259731972	2.0238671460992563E-4	9.200284839194772E-6	9.224688004794146E-4
KEGG_PATHWAY	mmu04114:Oocyte meiosis	71	0.86185967467832	7.590658197846017E-7	ADCY4, ADCY1, CPEB2, PPP2R5B, PPP2R5A, CPEB3, PPP2R5D, BTRC, ADCY5, CPEB4, PPP2R5C, PKMYT1, AURKA, CDC16, CPEB1, CCNE2, CCNE1, SLK, PRKACA, PRKACB, CUL1, ANAPC1, PPP2R1B, ANAPC2, PPP2R1A, ANAPC4, SGOL1, PPP1CC, PPP1CB, CDK2, SPDYA, PPP1CA, MAPK3, PPP2R5E, ANAPC7, MAD2L2, YWHAZ, ANAPC13, CAMK2G, PPP3R1, ANAPC10, ANAPC11, SKP1A, RBX1, IGF1R, PPP2CA, PPP2CB, BUB1, CAMK2D, FBXO43, PPP3CB, FBXO5, PPP3CC, CAMK2B, PPP3CA, FBXW11, MAP2K1, CDC27, YWHAE, SMC3, ITPR2, RPS6KA3, YWHAG, YWHAH, RPS6KA1, ADCY9, YWHAQ, CALM3, SMC1A, CALM2, CALM1	3134	110	7720	1.5899518477693335	2.216227415421379E-4	9.636792848044529E-6	0.0010101549500096674
KEGG_PATHWAY	mmu04810:Regulation of actin cytoskeleton	122	1.4809419762078173	1.3026782315988732E-6	GNA13, FGF18, PDGFB, PDGFA, IQGAP3, IQGAP2, IQGAP1, VCL, ACTG1, RRAS, PDGFC, EGFR, ROCK1, BRAF, ACTN4, ROCK2, PIK3CB, BAIAP2, ACTN1, FGF22, ACTN2, ACTN3, PPP1CC, PPP1CB, ARPC1A, ARPC1B, PPP1CA, F2, MAPK3, PDGFRA, ITGA2B, FGFR2, FGD1, FGFR1, FGFR4, FGFR3, SSH1, SSH3, SSH2, ITGB5, ARPC5, ITGB3, ITGB1, PXN, PFN1, PTK2, PFN2, DOCK1, KRAS, PFN4, ARPC3, ITGAX, RAC2, ARPC2, RAC3, ITGAV, RAC1, GIT1, MAP2K1, MAP2K2, ITGA1, MYL12B, ITGA3, VAV2, NCKAP1, ITGA9, ITGA6, ITGA8, ITGA7, CYFIP2, CYFIP1, PIP4K2A, PIP4K2C, SLC9A1, PIP4K2B, FGF8, FGF9, WASF1, BCAR1, WASF2, PIP5K1C, PIP5K1A, PAK6, CDC42, PAK2, GSN, PAK4, RHOA, PAK1, FGF1, FGF4, ARHGEF1, LIMK2, ARHGEF7, LIMK1, ARHGEF12, CHRM4, CRKL, RRAS2, CFL2, ARPC5L, CFL1, WASL, PPP1R12C, ABI2, RDX, GNG12, EZR, SOS1, SOS2, PIKFYVE, PPP1R12A, PIK3R5, PIK3R3, PIK3R1, PIK3R2, APC, ACTB, RAF1, NRAS, CRK, F2R	3134	214	7720	1.4043144528803775	3.8030995521876054E-4	1.584913654240072E-5	0.00173358149914149
KEGG_PATHWAY	mmu05210:Colorectal cancer	46	0.5583879582422918	1.3112494169315113E-6	TGFB3, MLH1, TCF7L2, CTNNB1, TGFB2, AKT1, CASP3, KRAS, CASP9, RAC2, RAC3, RAC1, RHOA, PIK3R5, AXIN2, PIK3R3, PIK3R1, APC, AKT2, PIK3R2, AXIN1, MSH6, TCF7, BRAF, MAP2K1, MSH3, PIK3CB, TGFBR1, TGFBR2, CYCS, SMAD4, RAF1, SMAD3, LEF1, SMAD2, BAD, MAPK10, APPL1, RALGDS, CCND1, JUN, GSK3B, BAX, MAPK3, MAPK9, MAPK8	3134	64	7720	1.7705009572431398	3.828117896358396E-4	1.53152859507788E-5	0.0017449877912190104
KEGG_PATHWAY	mmu04310:Wnt signaling pathway	86	1.043942704539937	1.516481322814509E-6	PPARD, BTRC, CTNNB1, GPC4, MAP3K7, CSNK2A2, PLCB3, WNT4, CSNK2A1, RHOA, FRAT1, FRAT2, PRKACA, PRKACB, PLCB1, CUL1, PRKCA, TBL1XR1, CTBP1, CTBP2, VANGL1, ROCK2, VANGL2, LEF1, PRKCB, SENP2, CCND1, EP300, CCND3, CCND2, JUN, SIAH1A, WNT9B, MAPK9, MAPK8, WNT9A, WNT5A, NKD1, CAMK2G, PPP3R1, SKP1A, DAAM1, TCF7L2, RBX1, RAC2, RAC3, CACYBP, RAC1, CAMK2D, PPP3CB, PPP3CC, CAMK2B, PPP3CA, AXIN2, NFATC2, FBXW11, NFATC3, AXIN1, NFATC1, APC, CSNK1A1, FZD9, DVL2, FZD8, DVL3, TCF7, NLK, CREBBP, FZD1, SMAD4, CSNK2B, FZD2, MAPK10, FZD5, FZD4, FZD7, DVL1, PRICKLE1, CSNK1E, GSK3B, PRICKLE2, LRP6, TBL1X, BAMBI, WNT7A, LRP5	3134	141	7720	1.5024417620515325	4.427148548764581E-4	1.703111966233628E-5	0.002018104273404653
KEGG_PATHWAY	mmu04931:Insulin resistance	70	0.8497208060208788	1.968603813711043E-6	PPARA, PRKAG1, PRKAG2, FOXO1, RPS6KB2, NFKB1, RPS6KB1, PTEN, AKT1, PDPK1, SLC2A1, CREB3L2, INSR, AKT2, IRS2, PTPRF, SOCS3, PIK3CB, RELA, PRKAB2, MLXIPL, PPP1CC, PRKCE, IRS1, PPP1CB, PRKCD, PPARGC1B, PPP1CA, MGEA5, MAPK9, MAPK8, SLC27A3, SLC27A2, SLC27A4, CRTC2, PRKCZ, NFKBIA, TRIB3, G6PC3, PPP1R3E, NR1H2, PPP1R3C, PPP1R3B, GYS2, TBC1D4, PIK3R5, MLXIP, PRKAA1, PRKAA2, PIK3R3, PIK3R1, PIK3R2, NR1H3, SREBF1, CREB3, CREB1, CREB5, MAPK10, CPT1A, PCK1, PTPN11, RPS6KA3, RPS6KA1, PYGL, GSK3B, GFPT1, MLX, GFPT2, PTPN1, PYGB	3134	110	7720	1.567558159772582	5.746676946545293E-4	2.1289880012487217E-5	0.0026197729279586746
KEGG_PATHWAY	mmu04142:Lysosome	76	0.9225540179655257	2.1918236882241506E-6	GNPTG, HGSNAT, CLTA, CLTB, AP1B1, AP4E1, GM2A, AP1G1, ARSG, HEXB, AP3S1, CLTC, ASAH1, GLB1, AP1S1, AP1S2, AP3B2, MCOLN1, ATP6V0D1, AP3B1, IDUA, CTSZ, ATP6V1H, CD164, GNS, CTSL, NPC1, NPC2, CTSO, IGF2R, GAA, CTSD, NEU1, CTSB, CTSH, CLN5, NAGLU, LITAF, PPT2, ACP5, CTSA, ABCA2, PPT1, ATP6V0B, ATP6V0C, SLC11A2, NAGPA, AP3M2, GNPTAB, AP3M1, GALNS, GALC, AP3D1, ENTPD4, SCARB2, GBA, LAPTM4B, AGA, ABCB9, LIPA, LAPTM4A, PSAP, GUSB, CD63, AP4S1, LAMP1, SLC17A5, LAMP2, SMPD1, SUMF1, ATP6V0A1, GGA1, AP4B1, GGA2, ATP6V0A2, GGA3	3134	122	7720	1.5345182922363918	6.39808453583246E-4	2.2857353707994577E-5	0.002916824824450437
KEGG_PATHWAY	mmu01130:Biosynthesis of antibiotics	121	1.4688031075503765	2.5498480883903277E-6	LDHA, SC5D, HMGCR, EHHADH, PGD, PGAM1, RCE1, ACSS2, OGDH, PDHB, FDFT1, GLDC, FNTB, GOT2, PGP, GOT1, PDHA1, HADH, AADAT, ACAA2, SUCLG2, TAT, PGM2, PGM3, PYCR2, NME2, PGLS, NME3, NME1, DLD, PGM1, ADSL, MVK, PCCB, MDH2, PRPS2, PCCA, PRODH, ALDOA, HSD17B10, MVD, ASS1, PAFAH2, ALDOC, ALDOB, ACAT2, ACAT1, HADHA, PPAT, HADHB, ARG1, GALM, ISYNA1, PRPS1L3, GCSH, IDH1, FH1, ODC1, UAP1, ACY1, FDPS, AK3, AK2, ICMT, TKT, AK4, UAP1L1, DLAT, IDH3A, GART, ALDH2, IDI1, TM7SF2, LSS, SUCLA2, ACADM, PFKL, ACO1, PFKM, ALDH7A1, SQLE, TGDS, PCYOX1, OAT, ALDH9A1, UGP2, CYP51, ADPGK, ADH5, ECHS1, AASS, GPI1, ALDH3A2, PFAS, ATIC, GGPS1, RPIA, ACAA1A, PAPSS1, ACAA1B, GAPDH, PAPSS2, HSD17B7, NSDHL, ENO1, BCKDHA, DLST, SHMT1, CS, ACLY, PCK1, SDHA, DBT, AMDHD2, GCK, SDHC, GFPT1, GFPT2, SDHD, PAICS, CBS	3134	214	7720	1.39280367867644	7.442794775700534E-4	2.5674035624922986E-5	0.0033932673763836796
KEGG_PATHWAY	mmu05100:Bacterial invasion of epithelial cells	53	0.6433600388443798	2.6327502823984336E-6	CAV1, CLTA, SEPT2, CLTB, ARHGEF26, WASF1, BCAR1, WASF2, CDH1, ARPC5, CLTC, ITGB1, CD2AP, PXN, VCL, CTNNB1, ACTG1, CDC42, CTTN, PTK2, DOCK1, ARPC3, ARPC2, GAB1, ILK, RAC1, RHOA, PIK3R5, SHC1, PIK3R3, SHC3, PIK3R1, PIK3R2, ACTB, PIK3CB, MET, CBL, CTNNA1, CTNNA3, ELMO1, ARPC1A, ARPC1B, CBLC, CBLB, CRKL, ARPC5L, WASL, MAD2L2, CRK, DNM1, ARHGAP10, SEPT9, DNM2	3134	78	7720	1.6737846284751199	7.684686710497379E-4	2.5625141485741132E-5	0.003503589538034202
KEGG_PATHWAY	mmu04710:Circadian rhythm	26	0.3156105850934693	5.934663711958112E-6	BTRC, PRKAG1, PRKAG2, SKP1A, RORA, RBX1, NPAS2, CRY2, NR1D1, PER2, PER1, PRKAA1, PRKAA2, PER3, BHLHE40, CRY1, BHLHE41, FBXW11, CUL1, CREB1, PRKAB2, ARNTL, CSNK1D, CSNK1E, FBXL3, CLOCK	3134	31	7720	2.0659983119583343	0.0017314262951148018	5.5899306802942306E-5	0.007897521969646437
KEGG_PATHWAY	mmu04150:mTOR signaling pathway	42	0.5098324836125273	6.23977113209689E-6	CAB39L, STK11, RRAGA, RPS6KB2, RPS6KB1, RRAGD, PTEN, RRAGC, AKT1, PDPK1, EIF4EBP1, AKT1S1, PIK3R5, PRKAA1, CAB39, PRKAA2, MLST8, PIK3R3, PIK3R1, AKT2, PIK3R2, PRKCA, BRAF, PIK3CB, RICTOR, RPS6, IRS1, RPTOR, PRKCB, DDIT4, EIF4B, RPS6KA3, EIF4E, RPS6KA1, TSC1, ULK1, ULK2, MAPK3, TSC2, ULK3, RHEB, EIF4E2	3134	59	7720	1.75353963635577	0.0018203599863713116	5.693646827886756E-5	0.008303526445274656
KEGG_PATHWAY	mmu05169:Epstein-Barr virus infection	120	1.4566642388929352	6.640412711048856E-6	XPO1, TBK1, TBP, CSNK2A2, MAP3K7, GTF2E2, CSNK2A1, SND1, PRKACA, PRKACB, CCNA2, MAP2K7, TBPL1, PIK3CB, RAN, RELA, SKP2, EP300, EIF2AK1, JUN, MAPK9, MAPK8, TNFAIP3, EIF2AK2, EIF2AK3, EIF2AK4, TRAF2, NFKBIE, NFKBIB, NFKBIA, ATF2, TRAF6, TRAF5, TRAF3, MAP2K3, CREBBP, MAP2K4, TRADD, HDAC5, HDAC4, CDKN1A, CDKN1B, HDAC2, PLCG1, NEDD4, PSMC3, PSMC2, RBPJ, NCOR2, H2-D1, NFKB1, NFKB2, PTMA, AKT1, PSMD1, PSMD3, PSMD7, CHUK, PSMD8, AKT2, H2-K1, ICAM1, IRAK1, POLR1D, POLR1C, RB1, GTF2B, CDK2, RIPK1, MDM2, MAP3K14, H2-T3, USP7, POLR2H, POLR2F, YWHAZ, POLR2E, POLR2L, POLR2J, POLR2I, VIM, SHFM1, POLR2C, POLR2B, POLR2A, NUP214, HSPA2, IL10RB, PIK3R5, PIK3R3, PIK3R1, HSPA8, PIK3R2, POLR3G, POLR3F, H2-Q10, POLR3H, CSNK2B, POLR3A, MAPK11, POLR3GL, MAPK10, TAB1, POLR3C, TAB2, YWHAE, POLR3E, POLR3D, YWHAG, PSMD14, YWHAH, PSMD13, PSMD12, PSMD11, MAPK13, GSK3B, MAPK14, YWHAQ, JAK1, IRF3	3134	215	7720	1.3748682863121653	0.0019371282899979247	5.875606014449364E-5	0.008836655294042206
KEGG_PATHWAY	mmu05231:Choline metabolism in cancer	64	0.7768875940762321	7.1428652412423915E-6	SLC44A1, SLC44A2, SLC44A3, PDGFB, PDGFA, WASF1, WASF2, PIP5K1C, RPS6KB2, RPS6KB1, PIP5K1A, GPCPD1, AKT1, EIF4EBP1, PDPK1, SLC22A4, SLC22A3, PDGFC, SLC22A5, AKT2, EGFR, PRKCA, PLD2, PIK3CB, LYPLA1, CHPT1, PRKCB, HIF1A, JUN, MAPK3, PDGFRA, MAPK9, MAPK8, WASL, CHKA, GRB2, CHKB, DGKA, KRAS, DGKE, RAC2, RAC3, SOS1, SOS2, RAC1, PIK3R5, PCYT1A, PIK3R3, PIK3R1, PIK3R2, DGKQ, MAP2K1, MAP2K2, RAF1, MAPK10, RALGDS, NRAS, PLCG1, SP1, TSC1, TSC2, RHEB, DGKZ, PLA2G4B	3134	101	7720	1.5609065692784978	0.002083550488424013	6.134294490012238E-5	0.009505259014619405
KEGG_PATHWAY	mmu05213:Endometrial cancer	38	0.46127700898276286	7.433409415881454E-6	GRB2, ERBB2, MLH1, CDH1, FOXO3, TCF7L2, PTEN, CTNNB1, AKT1, PDPK1, KRAS, CASP9, SOS1, ILK, SOS2, PIK3R5, PIK3R3, AXIN2, PIK3R1, APC, AXIN1, PIK3R2, AKT2, EGFR, TCF7, MAP2K1, BRAF, PIK3CB, MAP2K2, RAF1, LEF1, BAD, CTNNA1, CTNNA3, NRAS, CCND1, GSK3B, MAPK3	3134	52	7720	1.8001079966619213	0.0021682096470420076	6.201418037821149E-5	0.009891878558621059
